CountryCode,SeriesCode,DESCRIPTION
GEO,SP.DYN.CDRT.IN,Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.POP.65UP.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.65UP.TO,Derived using ratio of age group from WPP and World Bank population.
GEO,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GEO,ST.INT.DPRT,Includes overnight visitors (tourists) only.
GEO,IS.RRS.PASG.KM,Source: OECD
GEO,SP.POP.65UP.MA.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.65UP.MA.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.65UP.FE.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.65UP.FE.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.1564.TO.ZS,Including Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.PP.KD,Excludes Abkhazia and South Ossetia.
GEO,SP.POP.1564.TO,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.1564.MA.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.1564.MA.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.1564.FE.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.1564.FE.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.0014.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.0014.TO,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.0014.MA.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.0014.MA.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,SP.POP.0014.FE.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.0014.FE.IN,Derived using ratio of age group from WPP and World Bank population.
GEO,EN.POP.DNST,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.PP.CD,Excludes Abkhazia and South Ossetia.
GEO,NE.CON.PRVT.PC.KD,Excludes Abkhazia and South Ossetia.
GEO,SP.DYN.TO65.MA.ZS,Including Abkhazia and South Ossetia.
GEO,NE.CON.PRVT.PC.KD.ZG,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.CD,Excludes Abkhazia and South Ossetia.
GEO,SP.DYN.TO65.FE.ZS,Including Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.CN,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.KD.ZG,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.KD,Excludes Abkhazia and South Ossetia.
GEO,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GEO,MS.MIL.XPND.ZS,1997-2001 & 2011-2014 SIPRI estimates.
GEO,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GEO,SP.POP.TOTL,"Data source and note: GeoStats. Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas."
GEO,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,IS.RRS.GOOD.MT.K6,Source: OECD
GEO,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GEO,IT.NET.BBND.P2,"Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
GEO,IT.MLT.MAIN.P2,"Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
GEO,IT.CEL.SETS.P2,"Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
GEO,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GEO,SP.ADO.TFRT,Including Abkhazia and South Ossetia.
GEO,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
GEO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
GEO,MS.MIL.XPND.GD.ZS,1997-2001 & 2011-2014 SIPRI estimates.
GEO,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
GEO,MS.MIL.XPND.CN,1997-2001 & 2011-2014 SIPRI estimates.
GEO,SP.DYN.LE00.MA.IN,Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GHA,SP.POP.TOTL,Data source: United Nations World Population Prospects
GHA,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
GHA,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
GHA,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
GHA,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
GHA,IT.NET.USER.ZS,Ghana Telecom. From 2002: National Communications Authority (NCA).
GHA,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
GHA,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
GHA,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GHA,IT.MLT.MAIN,Ghana Telecom. From 2002: National Communications Authority (NCA).
GHA,IT.CEL.SETS.P2,Ghana Telecom. From 2002: National Communications Authority (NCA).
GHA,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GHA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
GHA,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
GHA,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GHA,SP.POP.GROW,Data source: United Nations World Population Prospects
GHA,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
GHA,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
GHA,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including nationals residing abroad.
GHA,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2022 are World Bank staff estimates based on the IIP data by the IMF. Short-term debt for 2022 is based on data from the BIS. Data include the effects of MDRI debt relief. DSSI eligible, but not participating in 2020 and 2021."
GHA,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GHA,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
GHA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GHA,IT.NET.BBND.P2,Ghana Telecom. From 2002: National Communications Authority (NCA).
GHA,IT.MLT.MAIN.P2,Ghana Telecom. From 2002: National Communications Authority (NCA).
GHA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
GHA,SM.POP.NETM,Data source: United Nations World Population Prospects
GHA,IT.CEL.SETS,Ghana Telecom. From 2002: National Communications Authority (NCA).
GHA,IT.NET.BBND,Ghana Telecom. From 2002: National Communications Authority (NCA).
GHA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GHA,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GHA,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GIB,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
GIB,IT.NET.BBND.P2,Gibtelecom. Gibraltar Regulatory Authority./
GIB,IT.CEL.SETS.P2,Gibtelecom. Gibraltar Regulatory Authority./
GIB,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
GIB,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
GIB,IT.MLT.MAIN.P2,Gibtelecom. Gibraltar Regulatory Authority./
GIB,SM.POP.NETM,Data source: United Nations World Population Prospects
GIB,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GIB,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
GIB,SP.POP.TOTL,Data source: United Nations World Population Prospects
GIB,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
GIB,IT.NET.USER.ZS,Gibtelecom. Gibraltar Regulatory Authority./
GIB,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
GIB,IT.NET.BBND,Gibtelecom. Gibraltar Regulatory Authority./
GIB,IT.CEL.SETS,Gibtelecom. Gibraltar Regulatory Authority./
GIB,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
GIB,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GIB,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
GIB,IT.MLT.MAIN,Gibtelecom. Gibraltar Regulatory Authority./
GIB,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
GIB,SP.POP.GROW,Data source: United Nations World Population Prospects
GIB,BM.KLT.DINV.CD.WD,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
GIN,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GIN,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GIN,IT.NET.BBND,Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.
GIN,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
GIN,SM.POP.NETM,Data source: United Nations World Population Prospects
GIN,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
GIN,IT.CEL.SETS,Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.
GIN,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GIN,IT.MLT.MAIN.P2,Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.
GIN,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
GIN,IT.MLT.MAIN,Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.
GIN,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
GIN,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GIN,SG.GEN.PARL.ZS,The parliament was dissolved following the December 2008 coup
GIN,IT.NET.BBND.P2,Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.
GIN,SP.POP.GROW,Data source: United Nations World Population Prospects
GIN,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GIN,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
GIN,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
GIN,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GIN,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
GIN,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
GIN,IT.CEL.SETS.P2,Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.
GIN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2022 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2022 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement signed in 2010 and 2012 and HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
